"geoid","USPS","pop2010"
"20177","KS",177934
"37025","NC",178011
"13139","GA",179684
"18163","IN",179703
"51700","VA",180719
"12091","FL",180822
"26093","MI",180967
"06017","CA",181058
"01003","AL",182265
"36111","NY",182493
"47187","TN",183182
"42019","PA",183862
"15001","HI",185079
"17143","IL",186494
"28047","MS",187105
"45007","SC",187126
"16027","ID",188923
"13215","GA",189885
"09005","CT",189927
"12109","FL",190039
"12019","FL",190865
"22019","LA",192768
"54039","WV",193063
"01125","AL",194656
"48041","TX",194851
"01117","AL",195085
"55101","WI",195408
"04027","AZ",195751
"23031","ME",197131
"10005","DE",197145
"39025","OH",197363
"17167","IL",197465
"18039","IN",197559
"26145","MI",200169
"04015","AZ",200186
"27137","MN",200226
"13245","GA",200549
"36007","NY",200600
"06113","CA",200849
"17019","IL",201081
"53073","WA",201140
"37179","NC",201292
"37129","NC",202667
"05143","AR",203065
"41029","OR",203206
"13151","GA",203922
"51760","VA",204214
"37071","NC",206086
"51013","VA",207627
"42125","PA",207820
"35013","NM",209233
"48423","TX",209714
"39155","OH",210312
"04025","AZ",211033
"19113","IA",211226
"39165","OH",212693
"13057","GA",214346
"42069","PA",214437
"25001","MA",215888
"36063","NY",216469
"29099","MO",218733
"36091","NY",219607
"06007","CA",220000
"05007","AR",221339
"22055","LA",221578
"29047","MO",221939
"51550","VA",222209
"45091","SC",226073
"01101","AL",229363
"39085","OH",230041
"49057","UT",231236
"24021","MD",233385
"22103","LA",233740
"36065","NY",234878
"48309","TX",234906
"42041","PA",235406
"27163","MN",238136
"37021","NC",238318
"39099","OH",238823
"51710","VA",242803
"53077","WA",243231
"24025","MD",244826
"28049","MS",245285
"12001","FL",247336
"55009","WI",248007
"48479","TX",250304
"26077","MI",250331
"53035","WA",251133
"53067","WA",252264
"48245","TX",252273
"06041","CA",252409
"08123","CO",252825
"22017","LA",254969
"40027","OK",255755
"06047","CA",255793
"13063","GA",259424
"06087","CA",262382
"45063","SC",262391
"47149","TN",262604
"26139","MI",263801
"13051","GA",265128
"18141","IN",266931
"37063","NC",267587
"42043","PA",268100
"12097","FL",268685
"17119","IL",269282
"45051","SC",269291
"06079","CA",269637
"17163","IL",270056
"09011","CT",274055
"34001","NJ",274549
"18057","IN",274569
"29077","MO",275174
"12073","FL",275487
"12111","FL",277789
"48303","TX",278831
"42049","PA",280566
"26065","MI",280895
"23005","ME",281674
"45083","SC",284307
"31109","NE",285407
"08035","CO",285465
"24027","MD",287085
"34015","NJ",288288
"48167","TX",291309
"02020","AK",291826
"08013","CO",294567
"33015","NH",295223
"17201","IL",295266
"21067","KY",295803
"12069","FL",297052
"36027","NY",297488
"12033","FL",297619
"42095","PA",297735
"08069","CO",299630
"39093","OH",301356
"36001","NY",304204
"49011","UT",306479
"51087","VA",306935
"17111","IL",308760
"48027","TX",310235
"36087","NY",311687
"51107","VA",312311
"48039","TX",313166
"41047","OR",315335
"51041","VA",316236
"29510","MO",319294
"37051","NC",319431
"42079","PA",320918
"12021","FL",321520
"12081","FL",322833
"34035","NJ",323444
"27003","MN",330844
"12083","FL",331298
"01089","AL",334811
"47065","TN",336463
"48355","TX",340223
"22071","LA",343829
"26161","MI",344791
"06061","CA",348432
"42077","PA",349497
"45019","SC",350209
"37067","NC",350670
"41039","OR",351715
"18003","IN",355329
"29183","MO",360485
"42129","PA",365169
"34021","NJ",366513
"39017","OH",368130
"36071","NY",372813
"39151","OH",375586
"04021","AZ",375770
"41005","OR",375992
"12115","FL",379448
"05119","AR",382748
"45079","SC",384504
"55133","WI",389891
"16001","ID",392365
"27037","MN",398552
"33011","NH",400721
"51153","VA",402002
"48061","TX",406220
"42011","PA",411442
"01097","AL",412992
"06095","CA",413344
"06053","CA",415057
"32031","NV",421407
"48491","TX",422679
"12117","FL",422718
"06083","CA",423895
"53011","WA",425363
"26049","MI",425790
"19153","IA",430640
"47093","TN",432226
"22051","LA",432552
"42133","PA",434972
"51810","VA",437994
"22033","LA",440171
"08001","CO",441603
"39095","OH",441815
"06107","CA",442179
"34005","NJ",448734
"45045","SC",451225
"48339","TX",455746
"25013","MA",463490
"12101","FL",464697
"36067","NY",467026
"36085","NY",468730
"53063","WA",471221
"06097","CA",483878
"55025","WI",488073
"37081","NC",488406
"34027","NJ",492276
"12127","FL",494593
"25023","MA",494919
"18089","IN",496005
"20173","KS",498365
"42029","PA",498886
"34031","NJ",501226
"27123","MN",508640
"34007","NJ",513657
"06099","CA",514453
"17089","IL",515269
"49049","UT",516564
"31055","NE",517110
"42071","PA",519445
"41067","OR",529710
"08059","CO",534543
"39113","OH",535153
"34039","NJ",536499
"24003","MD",537656
"10003","DE",538479
"39153","OH",541781
"12009","FL",543376
"20091","KS",544179
"25005","MA",548285
"42045","PA",558979
"08005","CO",572003
"34029","NJ",576567
"48157","TX",585375
"08031","CO",600158
"11001","DC",601723
"12105","FL",602095
"26081","MI",602622
"40143","OK",603403
"12071","FL",618754
"24510","MD",620961
"08041","CO",622263
"42017","PA",625249
"44007","RI",626667
"47037","TN",626681
"34025","NJ",630380
"34017","NJ",634266
"01073","AL",658466
"35001","NM",662564
"48121","TX",662614
"25021","MA",670850
"29095","MO",674158
"17197","IL",677560
"06077","CA",685306
"13067","GA",688078
"13089","GA",691893
"17097","IL",703462
"53061","WA",713335
"06081","CA",718451
"40109","OK",718633
"25025","MA",722023
"41051","OR",735334
"21111","KY",741096
"25009","MA",743159
"36055","NY",744344
"48215","TX",774769
"48085","TX",782341
"34013","NJ",783969
"53053","WA",795225
"25027","MA",798552
"42091","PA",799874
"48141","TX",800647
"39061","OH",802374
"24005","MD",805029
"06075","CA",805235
"13135","GA",805321
"34023","NJ",809858
"06111","CA",823318
"06029","CA",839631
"26099","MI",840978
"09009","CT",862477
"24033","MD",863420
"12031","FL",864263
"09003","CT",894014
"37183","NC",900993
"18097","IN",903393
"34003","NJ",905116
"12103","FL",916542
"09001","CT",916829
"17043","IL",916924
"36029","NY",919040
"37119","NC",919628
"13121","GA",920581
"47157","TN",927644
"06019","CA",930450
"55079","WI",947735
"36119","NY",949113
"15003","HI",953207
"24031","MD",971777
"04019","AZ",980263
"29189","MO",998954
"48453","TX",1024266
"49035","UT",1029655
"06013","CA",1049025
"51059","VA",1081726
"12095","FL",1145956
"27053","MN",1152425
"39049","OH",1163414
"26125","MI",1202362
"42003","PA",1223348
"12057","FL",1229226
"39035","OH",1280122
"12099","FL",1320134
"36059","NY",1339532
"36005","NY",1385108
"06067","CA",1418788
"36103","NY",1493350
"25017","MA",1503085
"06001","CA",1510271
"42101","PA",1526006
"36061","NY",1585873
"48029","TX",1714773
"12011","FL",1748066
"06085","CA",1781642
"48439","TX",1809034
"26163","MI",1820584
"53033","WA",1931249
"32003","NV",1951269
"06071","CA",2035210
"06065","CA",2189641
"36081","NY",2230722
"48113","TX",2368139
"12086","FL",2496435
"36047","NY",2504700
"06059","CA",3010232
"06073","CA",3095313
"72000","PR",3725789
"04013","AZ",3817117
"48201","TX",4092459
"17031","IL",5194675
"06037","CA",9818605
